Name,Author,User Rating,Reviews,Price,Year,Genre,Estil_literari,Temas_especificos,Niveles_de_complejidad,Caracteristicas_del_mundo_ficticio,Desarrollo_de_personajes,Enfoque_en_accion_o_reflexion,Longitud_de_la_obra,Epoca_temporal,Nivel_de_detalle_cientifico,Reacciones_emocionales_deseadas
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,13,2012,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,sorpresa
The Hate U Give,Angie Thomas,4.8,9947,11,2018,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
The Help,Kathryn Stockett,4.8,13871,6,2009,Fiction,narrativa_tecnica,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
The Help,Kathryn Stockett,4.8,13871,6,2010,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Help,Kathryn Stockett,4.8,13871,8,2011,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
The Help,Kathryn Stockett,4.8,13871,7,2011,Fiction,prosa_poetica,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,14,2013,Fiction,dialogo_intenso,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
The Hunger Games,Suzanne Collins,4.7,32122,14,2010,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,suspense
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2011,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2012,Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,alegria
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2011,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,sorpresa
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2012,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,13,2010,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,alegria
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2011,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2012,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,sorpresa
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2017,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,sorpresa
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2018,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Last Lecture,Randy Pausch,4.7,4028,9,2009,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2009,Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,suspense
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2010,Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396,20,2013,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,sorpresa
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2011,Non Fiction,prosa_poetica,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2012,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2015,Non Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,alegria
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2016,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,suspense
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2017,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,alegria
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
The Litigators,John Grisham,4.4,6222,18,2011,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,sorpresa
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14,2010,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,alegria
The Lost Symbol,Dan Brown,4.2,8747,19,2009,Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Love Dare,Stephen Kendrick,4.8,1655,13,2009,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,sorpresa
The Magnolia Story,Chip Gaines,4.9,7861,5,2016,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,10,2012,Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
The Martian,Andy Weir,4.7,39459,9,2015,Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,sorpresa
The Maze Runner (Book 1),James Dashner,4.5,10101,8,2014,Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,8,2018,Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,dialogo_intenso,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,sorpresa
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2015,Fiction,narrativa_tecnica,distopias,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2016,Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
The Official SAT Study Guide,The College Board,4.4,1201,40,2010,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
The Official SAT Study Guide,The College Board,4.4,1201,40,2011,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
The Official SAT Study Guide,The College Board,4.4,1201,40,2012,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
The Official SAT Study Guide,The College Board,4.4,1201,40,2013,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
The Official SAT Study Guide,The College Board,4.4,1201,40,2014,Non Fiction,prosa_poetica,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,reflexion_profunda
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,36,2016,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,reflexion_profunda
The Paris Wife: A Novel,Paula McLain,4.3,3759,16,2011,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,17,2013,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,suspense
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14,2015,Non Fiction,dialogo_intenso,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,21,2012,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,sorpresa
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,2018,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17,2018,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2017,Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,alegria
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2018,Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,suspense
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21,2012,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018,Fiction,narrativa_tecnica,distopias,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
The Racketeer,John Grisham,4.3,14493,18,2012,Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,aproximacion_especulativa,reflexion_profunda
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12,2010,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,sorpresa
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,14,2010,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,12,2012,Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2009,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2017,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,0,2010,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,reflexion_profunda
The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,reflexion_profunda
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290,10,2011,Fiction,narrativa_tecnica,distopias,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2017,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,alegria
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2018,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,sorpresa
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,dialogo_intenso,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,2017,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,alegria
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377,7,2012,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,1463,10,2011,Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,6,2009,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9,2009,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,alegria
The Twilight Saga Collection,Stephenie Meyer,4.7,3801,82,2009,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,reflexion_profunda
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,3796,12,2010,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,suspense
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2013,Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2014,Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,aproximacion_especulativa,alegria
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015,Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,alegria
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2016,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,sorpresa
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2017,Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,sorpresa
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,sorpresa
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2015,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,reflexion_profunda
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2016,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2017,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,suspense
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2016,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2017,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2018,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,sorpresa
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2019,Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
The Wonky Donkey,Craig Smith,4.8,30183,4,2018,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,suspense
The Wonky Donkey,Craig Smith,4.8,30183,4,2019,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
The Wright Brothers,David McCullough,4.7,6169,16,2015,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,15,2013,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,suspense
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2011,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2012,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
Thirteen Reasons Why,Jay Asher,4.5,7932,9,2017,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,suspense
Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,23,2012,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,suspense
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2009,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,reflexion_profunda
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2010,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2014,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2015,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,reflexion_profunda
